"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","workerId","interview_date","handedness","version","difficulty","max_strikes","max_streaks","index","deck_contingencies","streak","strike","key_press","reward_type","reversal_type","reward_tally","rating_random","rating_sabotage"
"231","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","232","156596","0.0-9.0-1.71","","","","","","","","","","","","","","","","",""
"231","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","233","157600","0.0-9.0-2.71","333","02/20/2024","","sabotage","easy-hard","2","9","72","[0.9,0.5,0.1]","3","0","51","","false","4950","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","234","158102","0.0-9.0-0.72","","","","","","","","","","","","","","","","",""
"198","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","235","158304","0.0-9.0-1.72","","","","","","","","","","","","","","","","",""
"198","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","236","159308","0.0-9.0-2.72","333","02/20/2024","","sabotage","easy-hard","2","9","73","[0.9,0.5,0.1]","4","0","51","","false","5050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","237","159809","0.0-9.0-0.73","","","","","","","","","","","","","","","","",""
"237","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","238","160049","0.0-9.0-1.73","","","","","","","","","","","","","","","","",""
"237","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","239","161052","0.0-9.0-2.73","333","02/20/2024","","sabotage","easy-hard","2","9","74","[0.9,0.5,0.1]","5","0","51","","false","5150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","240","161554","0.0-9.0-0.74","","","","","","","","","","","","","","","","",""
"284","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","241","161839","0.0-9.0-1.74","","","","","","","","","","","","","","","","",""
"284","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","242","162843","0.0-9.0-2.74","333","02/20/2024","","sabotage","easy-hard","2","9","75","[0.9,0.5,0.1]","6","0","51","","false","5250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","243","163345","0.0-9.0-0.75","","","","","","","","","","","","","","","","",""
"156","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","244","163503","0.0-9.0-1.75","","","","","","","","","","","","","","","","",""
"156","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","245","164507","0.0-9.0-2.75","333","02/20/2024","","sabotage","easy-hard","2","9","76","[0.9,0.5,0.1]","7","0","51","","false","5350","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","246","165008","0.0-9.0-0.76","","","","","","","","","","","","","","","","",""
"296","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","247","165307","0.0-9.0-1.76","","","","","","","","","","","","","","","","",""
"296","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","248","166311","0.0-9.0-2.76","333","02/20/2024","","sabotage","easy-hard","2","9","77","[0.9,0.5,0.1]","8","0","51","","false","5450","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","249","166814","0.0-9.0-0.77","","","","","","","","","","","","","","","","",""
"197","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","250","167013","0.0-9.0-1.77","","","","","","","","","","","","","","","","",""
"197","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","251","168017","0.0-9.0-2.77","333","02/20/2024","","sabotage","easy-hard","2","9","78","[0.9,0.5,0.1]","0","0","51","","false","5400","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","252","168519","0.0-9.0-0.78","","","","","","","","","","","","","","","","",""
"196","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","253","168717","0.0-9.0-1.78","","","","","","","","","","","","","","","","",""
"196","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","254","169721","0.0-9.0-2.78","333","02/20/2024","","sabotage","easy-hard","2","9","79","[0.9,0.5,0.1]","0","1","50","","false","5500","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","255","170222","0.0-9.0-0.79","","","","","","","","","","","","","","","","",""
"248","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","256","170473","0.0-9.0-1.79","","","","","","","","","","","","","","","","",""
"248","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","257","171476","0.0-9.0-2.79","333","02/20/2024","","sabotage","easy-hard","2","9","80","[0.9,0.5,0.1]","0","2","50","","false","5600","",""
"663","You are 50% done with the experiment. Please press the (0) key to proceed.","0","html-keyboard-response","258","172139","0.0-9.0-3.79-0.79","","","","","","","","","","","","","","","","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","259","172640","0.0-9.0-0.80","","","","","","","","","","","","","","","","",""
"502","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","260","173144","0.0-9.0-1.80","","","","","","","","","","","","","","","","",""
"502","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","261","174147","0.0-9.0-2.80","333","02/20/2024","","sabotage","easy-hard","2","9","81","[0.4,0.8,0.2]","0","1","51","","true","5550","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","262","174649","0.0-9.0-0.81","","","","","","","","","","","","","","","","",""
"220","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","263","174871","0.0-9.0-1.81","","","","","","","","","","","","","","","","",""
"220","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","264","175875","0.0-9.0-2.81","333","02/20/2024","","sabotage","easy-hard","2","9","82","[0.4,0.8,0.2]","0","2","49","","false","5500","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","265","176376","0.0-9.0-0.82","","","","","","","","","","","","","","","","",""
"196","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","266","176807","0.0-9.0-1.82","","","","","","","","","","","","","","","","",""
"196","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","267","177810","0.0-9.0-2.82","333","02/20/2024","","sabotage","easy-hard","2","9","83","[0.4,0.8,0.2]","1","2","50","","false","5600","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","268","178312","0.0-9.0-0.83","","","","","","","","","","","","","","","","",""
"226","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","269","178541","0.0-9.0-1.83","","","","","","","","","","","","","","","","",""
"226","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","270","179544","0.0-9.0-2.83","333","02/20/2024","","sabotage","easy-hard","2","9","84","[0.4,0.8,0.2]","2","2","50","","false","5700","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","271","180045","0.0-9.0-0.84","","","","","","","","","","","","","","","","",""
"203","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","272","180251","0.0-9.0-1.84","","","","","","","","","","","","","","","","",""
"203","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","273","181254","0.0-9.0-2.84","333","02/20/2024","","sabotage","easy-hard","2","9","85","[0.4,0.8,0.2]","3","2","50","","false","5800","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","274","181756","0.0-9.0-0.85","","","","","","","","","","","","","","","","",""
"153","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","275","181911","0.0-9.0-1.85","","","","","","","","","","","","","","","","",""
"153","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","276","182915","0.0-9.0-2.85","333","02/20/2024","","sabotage","easy-hard","2","9","86","[0.4,0.8,0.2]","4","2","50","","false","5900","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","277","183416","0.0-9.0-0.86","","","","","","","","","","","","","","","","",""
"165","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","278","183584","0.0-9.0-1.86","","","","","","","","","","","","","","","","",""
"165","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","279","184588","0.0-9.0-2.86","333","02/20/2024","","sabotage","easy-hard","2","9","87","[0.4,0.8,0.2]","5","2","50","","false","6000","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","280","185090","0.0-9.0-0.87","","","","","","","","","","","","","","","","",""
"154","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","281","185246","0.0-9.0-1.87","","","","","","","","","","","","","","","","",""
"154","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","282","186250","0.0-9.0-2.87","333","02/20/2024","","sabotage","easy-hard","2","9","88","[0.4,0.8,0.2]","6","2","50","","false","5950","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","283","186750","0.0-9.0-0.88","","","","","","","","","","","","","","","","",""
"153","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","284","186906","0.0-9.0-1.88","","","","","","","","","","","","","","","","",""
"153","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","285","187911","0.0-9.0-2.88","333","02/20/2024","","sabotage","easy-hard","2","9","89","[0.4,0.8,0.2]","7","2","50","","false","6050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","286","188413","0.0-9.0-0.89","","","","","","","","","","","","","","","","",""
"312","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","287","189010","0.0-9.0-1.89","","","","","","","","","","","","","","","","",""
"312","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","288","190013","0.0-9.0-2.89","333","02/20/2024","","sabotage","easy-hard","2","9","90","[0.4,0.8,0.2]","8","2","50","","false","6150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","289","190514","0.0-9.0-0.90","","","","","","","","","","","","","","","","",""
"243","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","290","190760","0.0-9.0-1.90","","","","","","","","","","","","","","","","",""
"243","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","291","191763","0.0-9.0-2.90","333","02/20/2024","","sabotage","easy-hard","2","9","91","[0.4,0.8,0.2]","0","0","50","","false","6100","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","292","192265","0.0-9.0-0.91","","","","","","","","","","","","","","","","",""
"242","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","293","192757","0.0-9.0-1.91","","","","","","","","","","","","","","","","",""
"242","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","294","193761","0.0-9.0-2.91","333","02/20/2024","","sabotage","easy-hard","2","9","92","[0.4,0.8,0.2]","0","1","50","","false","6050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","295","194262","0.0-9.0-0.92","","","","","","","","","","","","","","","","",""
"278","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","296","194779","0.0-9.0-1.92","","","","","","","","","","","","","","","","",""
"278","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","297","195782","0.0-9.0-2.92","333","02/20/2024","","sabotage","easy-hard","2","9","93","[0.4,0.8,0.2]","0","2","50","","false","6000","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","298","196283","0.0-9.0-0.93","","","","","","","","","","","","","","","","",""
"201","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","299","196486","0.0-9.0-1.93","","","","","","","","","","","","","","","","",""
"201","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","300","197490","0.0-9.0-2.93","333","02/20/2024","","sabotage","easy-hard","2","9","94","[0.4,0.8,0.2]","0","0","51","","false","6100","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","301","197991","0.0-9.0-0.94","","","","","","","","","","","","","","","","",""
"224","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","302","198218","0.0-9.0-1.94","","","","","","","","","","","","","","","","",""
"224","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","303","199222","0.0-9.0-2.94","333","02/20/2024","","sabotage","easy-hard","2","9","95","[0.4,0.8,0.2]","0","1","51","","false","6050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","304","199724","0.0-9.0-0.95","","","","","","","","","","","","","","","","",""
"260","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","305","199986","0.0-9.0-1.95","","","","","","","","","","","","","","","","",""
"260","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_lose.jpg'>
                </div>","3","html-keyboard-response","306","200988","0.0-9.0-2.95","333","02/20/2024","","sabotage","easy-hard","2","9","96","[0.4,0.8,0.2]","0","2","51","","false","6000","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","307","201490","0.0-9.0-0.96","","","","","","","","","","","","","","","","",""
"243","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","308","201735","0.0-9.0-1.96","","","","","","","","","","","","","","","","",""
"243","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","309","202739","0.0-9.0-2.96","333","02/20/2024","","sabotage","easy-hard","2","9","97","[0.4,0.8,0.2]","1","2","49","","false","6100","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","310","203240","0.0-9.0-0.97","","","","","","","","","","","","","","","","",""
"207","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","311","203449","0.0-9.0-1.97","","","","","","","","","","","","","","","","",""
"207","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","312","204453","0.0-9.0-2.97","333","02/20/2024","","sabotage","easy-hard","2","9","98","[0.4,0.8,0.2]","2","2","49","","false","6050","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","313","204955","0.0-9.0-0.98","","","","","","","","","","","","","","","","",""
"258","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","314","205215","0.0-9.0-1.98","","","","","","","","","","","","","","","","",""
"258","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","315","206219","0.0-9.0-2.98","333","02/20/2024","","sabotage","easy-hard","2","9","99","[0.4,0.8,0.2]","3","2","49","","false","6150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","316","206721","0.0-9.0-0.99","","","","","","","","","","","","","","","","",""
"241","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","317","206964","0.0-9.0-1.99","","","","","","","","","","","","","","","","",""
"241","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_win.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","318","207967","0.0-9.0-2.99","333","02/20/2024","","sabotage","easy-hard","2","9","100","[0.4,0.8,0.2]","4","2","49","","false","6250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","319","208469","0.0-9.0-0.100","","","","","","","","","","","","","","","","",""
"266","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","1","html-keyboard-response","320","208737","0.0-9.0-1.100","","","","","","","","","","","","","","","","",""
"266","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","1","html-keyboard-response","321","209739","0.0-9.0-2.100","333","02/20/2024","","sabotage","easy-hard","2","9","101","[0.4,0.8,0.2]","5","2","49","","false","6200","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","322","210241","0.0-9.0-0.101","","","","","","","","","","","","","","","","",""
"229","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","2","html-keyboard-response","323","210472","0.0-9.0-1.101","","","","","","","","","","","","","","","","",""
"229","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/outcome/scaled_lose.jpg'>
                    <img class='stimuli-right' src='stim/avatar/0/black.png'>
                </div>","2","html-keyboard-response","324","211476","0.0-9.0-2.101","333","02/20/2024","","sabotage","easy-hard","2","9","102","[0.4,0.8,0.2]","0","0","50","","false","6150","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","325","211978","0.0-9.0-0.102","","","","","","","","","","","","","","","","",""
"213","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","326","212193","0.0-9.0-1.102","","","","","","","","","","","","","","","","",""
"213","
                <div class='image-container'>
                    <img class='stimuli-left' src='stim/avatar/0/red.png'>
                    <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                    <img class='stimuli-right' src='stim/outcome/scaled_win.jpg'>
                </div>","3","html-keyboard-response","327","213196","0.0-9.0-2.102","333","02/20/2024","","sabotage","easy-hard","2","9","103","[0.4,0.8,0.2]","0","1","51","","false","6250","",""
"null","<div style='font-size:40px'>+</div>","null","html-keyboard-response","328","213698","0.0-9.0-0.103","","","","","","","","","","","","","","","","",""
"239","
            <div class='image-container'>
                <img class='stimuli-left' src='stim/avatar/0/red.png'>
                <img class='stimuli-middle' src='stim/avatar/0/blue.png'>
                <img class='stimuli-right' src='stim/avatar/0/black.png'>
            </div>","3","html-keyboard-response","329","213939","0.0-9.0-1.103","","","","","","","","","","","","","","","","",""
